source_file,product_name,webshop_name,webshop_url,rating,review_date,author,title_original,body_original,title_english,body_english,language_code,was_translated,statement_original,statement_english,attributes,sentiment_label,sentiment_positive,sentiment_neutral,sentiment_negative,sentiment_score,raw_compound_score,manual_sentence_rating
samsung_galaxy_a54.json,Samsung Galaxy A54,mediamarkt,https://www.mediamarkt.nl/en/product/_galaxy-a54-5g-128-gb-black-104205017.html,10,12/02/2024,,,"Een perfecte telefoon, voor een scherpe prijs. Batterij gaat lekker lang mee. Ook het formaat bevalt me prima. De camera is echt top, maakt in alle omstandigheden hele mooie foto's. Kortom een aanrader, eens een Samsung altijd een Samsung",,"A perfect phone for a competitive price. Battery lasts a long time. I also like the format. The camera is really top, takes very nice pictures in all circumstances. In short, recommended, once a Samsung always a Samsung",nl,1,Ook het formaat bevalt me prima.,I also like the format.,general,positive,1,0,0,0.3612,0.3612,positive
samsung_galaxy_a54.json,Samsung Galaxy A54,mediamarkt,https://www.mediamarkt.nl/en/product/_galaxy-a54-5g-128-gb-black-104205017.html,10,12/02/2024,,,"Een perfecte telefoon, voor een scherpe prijs. Batterij gaat lekker lang mee. Ook het formaat bevalt me prima. De camera is echt top, maakt in alle omstandigheden hele mooie foto's. Kortom een aanrader, eens een Samsung altijd een Samsung",,"A perfect phone for a competitive price. Battery lasts a long time. I also like the format. The camera is really top, takes very nice pictures in all circumstances. In short, recommended, once a Samsung always a Samsung",nl,1,"De camera is echt top, maakt in alle omstandigheden hele mooie foto's.","The camera is really top, takes very nice pictures in all circumstances.",camera,positive,1,0,0,0.6353,0.6353,positive
samsung_galaxy_a54.json,Samsung Galaxy A54,mediamarkt,https://www.mediamarkt.nl/en/product/_galaxy-a54-5g-128-gb-black-104205017.html,10,12/02/2024,,,"Een perfecte telefoon, voor een scherpe prijs. Batterij gaat lekker lang mee. Ook het formaat bevalt me prima. De camera is echt top, maakt in alle omstandigheden hele mooie foto's. Kortom een aanrader, eens een Samsung altijd een Samsung",,"A perfect phone for a competitive price. Battery lasts a long time. I also like the format. The camera is really top, takes very nice pictures in all circumstances. In short, recommended, once a Samsung always a Samsung",nl,1,"Kortom een aanrader, eens een Samsung altijd een Samsung","In short, recommended, once a Samsung always a Samsung",general,positive,1,0,0,0.2023,0.2023,positive
samsung_galaxy_a54.json,Samsung Galaxy A54,mediamarkt,https://www.mediamarkt.nl/en/product/_galaxy-a54-5g-128-gb-black-104205017.html,10,01/04/2024,,,"Geweldig toestel,waardige vervanger van mijn A72,toestel is snel,beeld groot genoeg en met 256 aan geheugen ook perfect voor de opslag van mijn foto's",,"Great device,worthy replacement of my A72,device is fast,image large enough and with 256 of memory also perfect for storing my photos",nl,1,"Geweldig toestel,waardige vervanger van mijn A72,toestel is snel,beeld groot genoeg en met 256 aan geheugen ook perfect voor de opslag van mijn foto's","Great device,worthy replacement of my A72,device is fast,image large enough and with 256 of memory also perfect for storing my photos",performance|camera|software|storage|value,positive,1,0,0,0.8316,0.8316,positive
samsung_galaxy_a16.json,Samsung Galaxy A16,mediamarkt,https://www.mediamarkt.nl/en/product/_galaxy-a16-4g-lte-128gb-black-1874426.html,8,08/09/2025,,,Super simpel en toch super veel opties vooral de privacie eb veiligheid vin ik vies af gewoon goed gedaan mannen had ik meer geld zou ik de nieuwe halen maar ik zever niet ik kan spijtig genoeg niet betalen met de bewindvoerder grts ( vato ) siddu mario en nog succes verder,,Super simpel en toch super veel opties vooral de privacie eb veiligheid vin ik vies af gewoon goed gedaan mannen had ik meer geld zou ik de nieuwe halen maar ik zever niet ik kan spijtig genoeg niet betalen met de bewindvoerder grts ( vato ) siddu mario en nog succes verder,af,0,Super simpel en toch super veel opties vooral de privacie eb veiligheid vin ik vies af gewoon goed gedaan mannen had ik meer geld zou ik de nieuwe halen maar ik zever niet ik kan spijtig genoeg niet betalen met de bewindvoerder grts ( vato ) siddu mario en nog succes verder,Super simpel en toch super veel opties vooral de privacie eb veiligheid vin ik vies af gewoon goed gedaan mannen had ik meer geld zou ik de nieuwe halen maar ik zever niet ik kan spijtig genoeg niet betalen met de bewindvoerder grts ( vato ) siddu mario en nog succes verder,general,positive,1,0,0,0.8316,0.8316,positive
samsung_galaxy_a16.json,Samsung Galaxy A16,mediamarkt,https://www.mediamarkt.nl/en/product/_galaxy-a16-4g-lte-128gb-black-1874426.html,10,20/08/2025,,,Geweldig!!!!! Van I-phone terug naar Samsung. Dat is terug naar een geweldige telefoon. Meer wil ik niet. Vertrouwd en te vertrouwen... Alles op de plek waar het hoort!! Pffff,,Geweldig!!!!! Van I-phone terug naar Samsung. Dat is terug naar een geweldige telefoon. Meer wil ik niet. Vertrouwd en te vertrouwen... Alles op de plek waar het hoort!! Pffff,af,0,Geweldig!!!!!,Geweldig!!!!!,general,neutral,0,1,0,1,0,positive
samsung_galaxy_a16.json,Samsung Galaxy A16,mediamarkt,https://www.mediamarkt.nl/en/product/_galaxy-a16-4g-lte-128gb-black-1874426.html,10,20/08/2025,,,Geweldig!!!!! Van I-phone terug naar Samsung. Dat is terug naar een geweldige telefoon. Meer wil ik niet. Vertrouwd en te vertrouwen... Alles op de plek waar het hoort!! Pffff,,Geweldig!!!!! Van I-phone terug naar Samsung. Dat is terug naar een geweldige telefoon. Meer wil ik niet. Vertrouwd en te vertrouwen... Alles op de plek waar het hoort!! Pffff,af,0,Van I-phone terug naar Samsung.,Van I-phone terug naar Samsung.,general,neutral,0,1,0,1,0,neutral
samsung_galaxy_a16.json,Samsung Galaxy A16,mediamarkt,https://www.mediamarkt.nl/en/product/_galaxy-a16-4g-lte-128gb-black-1874426.html,10,20/08/2025,,,Geweldig!!!!! Van I-phone terug naar Samsung. Dat is terug naar een geweldige telefoon. Meer wil ik niet. Vertrouwd en te vertrouwen... Alles op de plek waar het hoort!! Pffff,,Geweldig!!!!! Van I-phone terug naar Samsung. Dat is terug naar een geweldige telefoon. Meer wil ik niet. Vertrouwd en te vertrouwen... Alles op de plek waar het hoort!! Pffff,af,0,Dat is terug naar een geweldige telefoon.,Dat is terug naar een geweldige telefoon.,general,neutral,0,1,0,1,0,positive
samsung_galaxy_a16.json,Samsung Galaxy A16,mediamarkt,https://www.mediamarkt.nl/en/product/_galaxy-a16-4g-lte-128gb-black-1874426.html,10,20/08/2025,,,Geweldig!!!!! Van I-phone terug naar Samsung. Dat is terug naar een geweldige telefoon. Meer wil ik niet. Vertrouwd en te vertrouwen... Alles op de plek waar het hoort!! Pffff,,Geweldig!!!!! Van I-phone terug naar Samsung. Dat is terug naar een geweldige telefoon. Meer wil ik niet. Vertrouwd en te vertrouwen... Alles op de plek waar het hoort!! Pffff,af,0,Meer wil ik niet.,Meer wil ik niet.,general,neutral,0,1,0,1,0,positive
samsung_galaxy_a16.json,Samsung Galaxy A16,mediamarkt,https://www.mediamarkt.nl/en/product/_galaxy-a16-4g-lte-128gb-black-1874426.html,10,20/08/2025,,,Geweldig!!!!! Van I-phone terug naar Samsung. Dat is terug naar een geweldige telefoon. Meer wil ik niet. Vertrouwd en te vertrouwen... Alles op de plek waar het hoort!! Pffff,,Geweldig!!!!! Van I-phone terug naar Samsung. Dat is terug naar een geweldige telefoon. Meer wil ik niet. Vertrouwd en te vertrouwen... Alles op de plek waar het hoort!! Pffff,af,0,Vertrouwd en te vertrouwen... Alles op de plek waar het hoort!!,Vertrouwd en te vertrouwen... Alles op de plek waar het hoort!!,general,neutral,0,1,0,1,0,positive
samsung_galaxy_a16.json,Samsung Galaxy A16,mediamarkt,https://www.mediamarkt.nl/en/product/_galaxy-a16-4g-lte-128gb-black-1874426.html,10,20/08/2025,,,Geweldig!!!!! Van I-phone terug naar Samsung. Dat is terug naar een geweldige telefoon. Meer wil ik niet. Vertrouwd en te vertrouwen... Alles op de plek waar het hoort!! Pffff,,Geweldig!!!!! Van I-phone terug naar Samsung. Dat is terug naar een geweldige telefoon. Meer wil ik niet. Vertrouwd en te vertrouwen... Alles op de plek waar het hoort!! Pffff,af,0,Pffff,Pffff,general,neutral,0,1,0,1,0,negative
samsung_galaxy_s26.json,Samsung Galaxy S26,mediamarkt,https://www.mediamarkt.nl/en/product/_samsung-galaxy-s26-5g-256-gb-black-1896657.html,10,19/03/2026,,,"Unreal this handset can do so much , battery is incredible so far after heavy usage every day has not been below 40% after 16 hours of various application uses. Camera is out of this world. Ai is brilliant . Feels great in the hand.",,"Unreal this handset can do so much , battery is incredible so far after heavy usage every day has not been below 40% after 16 hours of various application uses. Camera is out of this world. Ai is brilliant . Feels great in the hand.",en,0,"Unreal this handset can do so much , battery is incredible so far after heavy usage every day has not been below 40% after 16 hours of various application uses.","Unreal this handset can do so much , battery is incredible so far after heavy usage every day has not been below 40% after 16 hours of various application uses.",battery|design,neutral,0,1,0,1,0,positive
samsung_galaxy_s26.json,Samsung Galaxy S26,mediamarkt,https://www.mediamarkt.nl/en/product/_samsung-galaxy-s26-5g-256-gb-black-1896657.html,10,19/03/2026,,,"Unreal this handset can do so much , battery is incredible so far after heavy usage every day has not been below 40% after 16 hours of various application uses. Camera is out of this world. Ai is brilliant . Feels great in the hand.",,"Unreal this handset can do so much , battery is incredible so far after heavy usage every day has not been below 40% after 16 hours of various application uses. Camera is out of this world. Ai is brilliant . Feels great in the hand.",en,0,Camera is out of this world.,Camera is out of this world.,camera,neutral,0,1,0,1,0,positive
samsung_galaxy_s26.json,Samsung Galaxy S26,mediamarkt,https://www.mediamarkt.nl/en/product/_samsung-galaxy-s26-5g-256-gb-black-1896657.html,10,19/03/2026,,,"Unreal this handset can do so much , battery is incredible so far after heavy usage every day has not been below 40% after 16 hours of various application uses. Camera is out of this world. Ai is brilliant . Feels great in the hand.",,"Unreal this handset can do so much , battery is incredible so far after heavy usage every day has not been below 40% after 16 hours of various application uses. Camera is out of this world. Ai is brilliant . Feels great in the hand.",en,0,Ai is brilliant .,Ai is brilliant .,software,positive,1,0,0,0.5859,0.5859,positive
samsung_galaxy_s26.json,Samsung Galaxy S26,mediamarkt,https://www.mediamarkt.nl/en/product/_samsung-galaxy-s26-5g-256-gb-black-1896657.html,10,19/03/2026,,,"Unreal this handset can do so much , battery is incredible so far after heavy usage every day has not been below 40% after 16 hours of various application uses. Camera is out of this world. Ai is brilliant . Feels great in the hand.",,"Unreal this handset can do so much , battery is incredible so far after heavy usage every day has not been below 40% after 16 hours of various application uses. Camera is out of this world. Ai is brilliant . Feels great in the hand.",en,0,Feels great in the hand.,Feels great in the hand.,general,positive,1,0,0,0.8074,0.8074,positive
samsung_galaxy_a13.json,Samsung Galaxy A13,mediamarkt,https://www.mediamarkt.nl/en/product/_galaxy-a13-96854348.html,4,04/06/2022,,,Le clavier pour les messages pas top trop petit pas pratique du tout,,Keyboard for messages not too small not convenient at all,fr,1,Le clavier pour les messages pas top trop petit pas pratique du tout,Keyboard for messages not too small not convenient at all,design,neutral,0,1,0,1,0,negative
xiaomi_redmi_note_14_4g.json,Xiaomi Redmi Note 14 4G,mediamarkt,https://www.mediamarkt.nl/en/product/_redmi-note-14-4g-256gb-midnight-black-1877176.html,10,04/12/2025,,,"ComprÃ© este telÃ©fono hace unas semanas para regalÃ¡rselo a mi hijo y estÃ¡ encantado. Funciona estupendamente, las fotos tienen buena resoluciÃ³n y por ahora no ha tenido ningÃºn problema.",,"I bought this phone a few weeks ago to give it to my son and I'm delighted. It works great, photos have good resolution and for now have had no problem.",es,1,ComprÃ© este telÃ©fono hace unas semanas para regalÃ¡rselo a mi hijo y estÃ¡ encantado.,I bought this phone a few weeks ago to give it to my son and I'm delighted.,design,positive,1,0,0,0.5106,0.5106,positive
xiaomi_redmi_note_14_4g.json,Xiaomi Redmi Note 14 4G,mediamarkt,https://www.mediamarkt.nl/en/product/_redmi-note-14-4g-256gb-midnight-black-1877176.html,10,04/12/2025,,,"ComprÃ© este telÃ©fono hace unas semanas para regalÃ¡rselo a mi hijo y estÃ¡ encantado. Funciona estupendamente, las fotos tienen buena resoluciÃ³n y por ahora no ha tenido ningÃºn problema.",,"I bought this phone a few weeks ago to give it to my son and I'm delighted. It works great, photos have good resolution and for now have had no problem.",es,1,"Funciona estupendamente, las fotos tienen buena resoluciÃ³n y por ahora no ha tenido ningÃºn problema.","It works great, photos have good resolution and for now have had no problem.",camera|display|software,positive,1,0,0,0.4767,0.4767,positive
samsung_galaxy_a56.json,Samsung Galaxy A56,mediamarkt,https://www.mediamarkt.nl/en/product/_galaxy-a56-5g-1880175.html,6,03/02/2026,,,"Verbind niet meer met Android auto.... Camera ook niet goed. Zoomed maar tot 10. Voorgaande tot 13.ligt goed in je hand, bij roaming zet die snel om....",,"Do not connect to Android car... Camera's not good either. Zoomed to 10. Previously on ""13..."" it's in your hand...",nl,1,Verbind niet meer met Android auto....,Do not connect to Android car...,general,neutral,0,1,0,1,0,negative
samsung_galaxy_a56.json,Samsung Galaxy A56,mediamarkt,https://www.mediamarkt.nl/en/product/_galaxy-a56-5g-1880175.html,6,03/02/2026,,,"Verbind niet meer met Android auto.... Camera ook niet goed. Zoomed maar tot 10. Voorgaande tot 13.ligt goed in je hand, bij roaming zet die snel om....",,"Do not connect to Android car... Camera's not good either. Zoomed to 10. Previously on ""13..."" it's in your hand...",nl,1,Camera ook niet goed.,Camera's not good either.,camera,negative,0,0,1,0.3412,-0.3412,negative
samsung_galaxy_a56.json,Samsung Galaxy A56,mediamarkt,https://www.mediamarkt.nl/en/product/_galaxy-a56-5g-1880175.html,6,03/02/2026,,,"Verbind niet meer met Android auto.... Camera ook niet goed. Zoomed maar tot 10. Voorgaande tot 13.ligt goed in je hand, bij roaming zet die snel om....",,"Do not connect to Android car... Camera's not good either. Zoomed to 10. Previously on ""13..."" it's in your hand...",nl,1,Zoomed maar tot 10.,Zoomed to 10.,camera,neutral,0,1,0,1,0,neutral
samsung_galaxy_a56.json,Samsung Galaxy A56,mediamarkt,https://www.mediamarkt.nl/en/product/_galaxy-a56-5g-1880175.html,6,03/02/2026,,,"Verbind niet meer met Android auto.... Camera ook niet goed. Zoomed maar tot 10. Voorgaande tot 13.ligt goed in je hand, bij roaming zet die snel om....",,"Do not connect to Android car... Camera's not good either. Zoomed to 10. Previously on ""13..."" it's in your hand...",nl,1,"Voorgaande tot 13.ligt goed in je hand, bij roaming zet die snel om....","Previously on ""13..."" it's in your hand...",general,neutral,0,1,0,1,0,neutral
apple_iphone_17_pro.json,Apple iPhone 17 Pro,mediamarkt,https://www.mediamarkt.nl/en/product/_apple-iphone-17-pro-5g-256-gb-256-gb-blue-1890787.html,10,24/10/2025,,,"Ninguna pega, producto bastante bueno",,"No stick, quite good product",es,1,"Ninguna pega, producto bastante bueno","No stick, quite good product",software,positive,1,0,0,0.2484,0.2484,positive
apple_iphone_17_pro.json,Apple iPhone 17 Pro,mediamarkt,https://www.mediamarkt.nl/en/product/_apple-iphone-17-pro-5g-256-gb-256-gb-blue-1890787.html,10,13/11/2025,,,Top!! Impecable y a tiempo,,Top! Impeccable and on time,es,1,Top!!,Top!,general,positive,1,0,0,0.2714,0.2714,positive
apple_iphone_17_pro.json,Apple iPhone 17 Pro,mediamarkt,https://www.mediamarkt.nl/en/product/_apple-iphone-17-pro-5g-256-gb-256-gb-blue-1890787.html,10,13/11/2025,,,Top!! Impecable y a tiempo,,Top! Impeccable and on time,es,1,Impecable y a tiempo,Impeccable and on time,general,neutral,0,1,0,1,0,positive
samsung_galaxy_a16.json,Samsung Galaxy A16,mediamarkt,https://www.mediamarkt.nl/en/product/_galaxy-a16-4g-lte-128gb-black-1874426.html,10,01/12/2025,,,Het is snel en het is een handig telefoon voor mensen met grote handen zoals mij en hij heeft hele slimme build in functie zoals Google gemini en het installatie van de telefoon gaat gemakkelijk,,It's fast and it's a handy phone for people with big hands like me and he has very smart build in function like Google gemini and installation of phone goes easily,nl,1,Het is snel en het is een handig telefoon voor mensen met grote handen zoals mij en hij heeft hele slimme build in functie zoals Google gemini en het installatie van de telefoon gaat gemakkelijk,It's fast and it's a handy phone for people with big hands like me and he has very smart build in function like Google gemini and installation of phone goes easily,performance|design|software,positive,1,0,0,0.8553,0.8553,positive
samsung_galaxy_a54.json,Samsung Galaxy A54,mediamarkt,https://www.mediamarkt.nl/en/product/_galaxy-a54-5g-128-gb-black-104205017.html,8,07/05/2024,,,Ik vind het een fijne telefoon dienerg snel is en snel oplaadt. Alle apps werken goed en het formaat is precies goed waardoor hij goed in mijn broekzak past,,I think it's a nice phone servicer fast and fast charging. All apps work well and the size is just right so it fits well in my pocket,nl,1,Ik vind het een fijne telefoon dienerg snel is en snel oplaadt.,I think it's a nice phone servicer fast and fast charging.,performance|battery,positive,1,0,0,0.4215,0.4215,positive
samsung_galaxy_a54.json,Samsung Galaxy A54,mediamarkt,https://www.mediamarkt.nl/en/product/_galaxy-a54-5g-128-gb-black-104205017.html,8,07/05/2024,,,Ik vind het een fijne telefoon dienerg snel is en snel oplaadt. Alle apps werken goed en het formaat is precies goed waardoor hij goed in mijn broekzak past,,I think it's a nice phone servicer fast and fast charging. All apps work well and the size is just right so it fits well in my pocket,nl,1,Alle apps werken goed en het formaat is precies goed waardoor hij goed in mijn broekzak past,All apps work well and the size is just right so it fits well in my pocket,design|software,positive,1,0,0,0.4939,0.4939,positive
samsung_galaxy_a54.json,Samsung Galaxy A54,mediamarkt,https://www.mediamarkt.nl/en/product/_galaxy-a54-5g-128-gb-black-104205017.html,8,02/03/2024,,,"Fijn product, makkelijk te bedienen en alle opties die je vandaag de dag nodig hebt. Goed en duidelijk en helder scherm, batterij grote ben ik zeer tevreden over. Maakt mooie foto's en heeft een goed geluid.",,"Nice product, easy to operate and all the options you need today. Good and clear and clear screen, battery large I am very satisfied about. Takes nice pictures and has a good sound.",nl,1,"Fijn product, makkelijk te bedienen en alle opties die je vandaag de dag nodig hebt.","Nice product, easy to operate and all the options you need today.",general,positive,1,0,0,0.6908,0.6908,positive
samsung_galaxy_a54.json,Samsung Galaxy A54,mediamarkt,https://www.mediamarkt.nl/en/product/_galaxy-a54-5g-128-gb-black-104205017.html,8,02/03/2024,,,"Fijn product, makkelijk te bedienen en alle opties die je vandaag de dag nodig hebt. Goed en duidelijk en helder scherm, batterij grote ben ik zeer tevreden over. Maakt mooie foto's en heeft een goed geluid.",,"Nice product, easy to operate and all the options you need today. Good and clear and clear screen, battery large I am very satisfied about. Takes nice pictures and has a good sound.",nl,1,"Goed en duidelijk en helder scherm, batterij grote ben ik zeer tevreden over.","Good and clear and clear screen, battery large I am very satisfied about.",battery|display,positive,1,0,0,0.8805,0.8805,positive
samsung_galaxy_a54.json,Samsung Galaxy A54,mediamarkt,https://www.mediamarkt.nl/en/product/_galaxy-a54-5g-128-gb-black-104205017.html,8,02/03/2024,,,"Fijn product, makkelijk te bedienen en alle opties die je vandaag de dag nodig hebt. Goed en duidelijk en helder scherm, batterij grote ben ik zeer tevreden over. Maakt mooie foto's en heeft een goed geluid.",,"Nice product, easy to operate and all the options you need today. Good and clear and clear screen, battery large I am very satisfied about. Takes nice pictures and has a good sound.",nl,1,Maakt mooie foto's en heeft een goed geluid.,Takes nice pictures and has a good sound.,camera|audio,positive,1,0,0,0.6908,0.6908,positive
